application_id,application_date,country,sector,company_size,years_in_business,annual_revenue_eur,existing_bank_client,previous_loans,loan_amount_requested_eur,loan_term_months,collateral_offered,num_employees,debt_to_equity_ratio,current_ratio,profit_margin_pct,revenue_growth_yoy_pct,loan_to_revenue_ratio,credit_bureau_score,num_credit_inquiries_12m,has_payment_defaults,defaulted_12m
APP-00176,2023-12-04,Germany,Construction,Micro (<10),12,300016,True,2,107158,60,True,1,1.62,2.31,-3.8,18.2,0.357,531,3,False,0
APP-00177,2024-06-07,Germany,Manufacturing,Micro (<10),9,1884827,True,2,105125,36,True,8,1.77,1.3,-1.9,5.5,0.056,634,1,False,0
APP-00178,2023-04-28,Spain,Real Estate,Small (10-49),10,849236,True,1,274637,48,True,19,5.24,1.09,9.9,5.0,0.323,624,1,False,0
APP-00179,2024-10-19,Spain,Agriculture,Micro (<10),6,819245,False,0,195126,60,False,6,0.94,0.55,12.6,-7.7,0.238,746,3,False,0
APP-00180,2024-01-01,Belgium,Real Estate,Micro (<10),6,206786,False,1,54613,12,False,6,1.63,1.35,11.9,1.5,0.264,662,2,True,0
APP-00181,2024-11-15,Spain,Real Estate,Medium (50-249),18,1003440,True,2,147804,36,False,176,1.28,2.04,9.1,,0.147,723,5,True,0
APP-00182,2023-04-22,Italy,Technology,Micro (<10),16,91573,True,2,54311,36,True,7,2.43,2.16,12.9,10.9,0.593,445,1,False,0
APP-00183,2023-12-30,Netherlands,Hospitality & Food,Micro (<10),22,857651,False,1,12205,60,True,2,1.77,2.04,2.7,15.0,0.014,623,2,True,0
APP-00184,2024-05-23,Germany,Transportation & Logistics,Micro (<10),9,191204,False,5,392684,48,False,6,1.54,1.7,-4.9,,2.054,768,2,False,0
APP-00185,2023-12-28,Netherlands,Retail & E-commerce,Micro (<10),21,50000,False,0,73134,60,False,4,0.55,2.36,-2.9,5.5,1.463,563,5,False,0
APP-00186,2023-11-22,France,Transportation & Logistics,Micro (<10),5,546824,False,0,226742,48,False,4,1.03,0.82,-2.0,3.7,0.415,627,1,False,0
APP-00187,2023-05-02,Netherlands,Hospitality & Food,Small (10-49),6,1435541,False,0,58158,24,True,15,0.75,2.11,-4.6,19.5,0.041,717,1,False,0
APP-00188,2023-10-06,France,Technology,Micro (<10),19,164732,True,3,51746,36,False,6,1.03,1.57,-1.5,-7.0,0.314,609,4,False,1
APP-00189,2023-06-24,Netherlands,Professional Services,Micro (<10),14,1750328,False,2,63750,36,True,3,0.82,1.53,0.9,-4.1,0.036,712,0,False,0
APP-00190,2023-08-09,Germany,Professional Services,Small (10-49),5,50000,False,2,120827,48,True,37,0.99,0.55,9.3,8.2,2.417,601,0,False,0
APP-00191,2024-05-14,Poland,Retail & E-commerce,Micro (<10),3,63821,True,3,113654,84,False,5,1.05,1.6,7.6,-0.9,1.781,647,0,True,0
APP-00192,2024-04-05,Belgium,Hospitality & Food,Micro (<10),6,225016,False,1,146995,36,False,4,1.07,2.09,,-0.2,0.653,703,1,False,0
APP-00193,2024-03-19,Italy,Professional Services,Medium (50-249),4,171971,True,0,66363,48,True,151,1.13,0.3,-0.8,-0.4,0.386,562,4,False,0
APP-00194,2023-09-22,Poland,Manufacturing,Micro (<10),29,120504,True,2,101960,24,False,6,0.77,1.88,8.1,11.3,0.846,584,3,False,0
APP-00195,2024-12-01,Italy,Manufacturing,Micro (<10),13,315026,True,1,50285,48,True,7,1.38,0.3,13.2,18.6,0.16,723,2,False,0
APP-00196,2023-03-05,Netherlands,Construction,Small (10-49),4,142299,False,1,319795,60,True,13,0.79,0.55,3.2,4.0,2.247,586,1,False,0
APP-00197,2023-09-08,Spain,Professional Services,Small (10-49),3,174421,False,0,34502,60,False,42,0.94,1.34,3.6,1.8,0.198,660,2,False,0
APP-00198,2023-03-28,Netherlands,Transportation & Logistics,Small (10-49),3,374785,False,1,51145,84,False,16,1.31,2.35,13.6,13.0,0.136,727,3,False,0
APP-00199,2023-09-05,Belgium,Retail & E-commerce,Small (10-49),4,120445,True,1,70351,84,True,19,0.29,1.32,4.0,7.5,0.584,657,1,False,0
APP-00200,2024-12-03,Italy,Construction,Micro (<10),6,236281,True,0,667400,48,False,7,6.02,1.68,13.9,6.9,2.825,671,0,False,0
APP-00201,2023-09-25,France,Manufacturing,Micro (<10),18,123667,True,5,182310,72,True,1,1.85,0.85,-2.1,18.6,1.474,773,3,False,0
APP-00202,2024-10-25,Germany,Construction,Small (10-49),3,63149,False,0,49868,60,False,25,1.64,1.28,14.9,-7.8,0.79,834,0,False,0
APP-00203,2023-12-28,Belgium,Construction,Small (10-49),46,670945,True,4,190565,48,False,36,0.99,1.37,12.9,1.8,0.284,660,3,True,0
APP-00204,2024-05-25,Spain,Technology,Small (10-49),3,2083070,False,0,149143,12,False,41,1.43,2.38,0.7,-6.8,0.072,616,2,False,0
APP-00205,2023-11-30,France,Hospitality & Food,Micro (<10),2,962689,False,3,122883,84,False,9,0.65,0.95,4.3,-1.4,0.128,716,2,False,0
APP-00206,2023-07-14,Germany,Hospitality & Food,Small (10-49),28,399536,False,1,172241,84,True,36,1.81,1.0,-0.8,-10.3,0.431,587,2,False,0
APP-00207,2024-07-11,Italy,Manufacturing,Micro (<10),21,124264,False,0,103410,48,False,3,0.49,2.05,3.3,0.5,0.832,755,1,False,0
APP-00208,2024-12-08,Netherlands,Hospitality & Food,Micro (<10),6,190174,False,0,113169,36,False,4,0.63,1.25,-2.6,9.4,0.595,606,3,False,1
APP-00209,2023-07-12,Netherlands,Professional Services,Micro (<10),10,954006,True,1,28499,24,True,1,0.88,1.47,-3.8,-26.6,0.03,616,5,False,0
APP-00210,2024-07-22,France,Technology,Micro (<10),10,50000,False,2,313163,12,True,7,3.34,1.66,-0.9,1.1,6.263,567,3,True,0
APP-00211,2023-07-10,Poland,Hospitality & Food,Small (10-49),8,173526,True,0,69009,60,True,10,0.7,1.02,11.7,3.9,0.398,582,3,False,0
APP-00212,2024-06-07,Netherlands,Healthcare,Micro (<10),2,647542,False,0,36688,36,False,2,1.65,0.3,-4.2,1.7,0.057,744,1,False,0
APP-00213,2024-07-29,Netherlands,Hospitality & Food,Small (10-49),1,68464,False,2,65942,48,True,48,0.39,2.05,,-15.1,0.963,677,2,False,0
APP-00214,2023-11-25,Netherlands,Manufacturing,Micro (<10),3,445996,False,2,68101,36,False,2,1.37,1.47,11.0,16.5,0.153,645,2,False,0
APP-00215,2024-06-21,Italy,Professional Services,Micro (<10),31,421842,False,1,52000,48,True,3,3.82,0.63,13.2,16.3,0.123,814,1,False,0
APP-00216,2023-07-18,Netherlands,Retail & E-commerce,Micro (<10),32,50000,True,0,183894,60,False,4,1.82,1.87,7.9,18.7,3.678,659,3,False,0
APP-00217,2023-02-27,Germany,Construction,Micro (<10),5,297858,True,1,215206,72,True,2,0.39,2.61,15.1,-1.7,0.723,648,6,False,0
APP-00218,2023-03-12,Poland,Transportation & Logistics,Small (10-49),3,127907,False,0,20591,36,False,36,1.39,2.12,-1.9,7.1,0.161,560,2,False,0
APP-00219,2023-11-23,Netherlands,Healthcare,Micro (<10),9,442111,True,2,65393,36,False,3,1.02,2.65,13.5,-3.8,0.148,585,2,False,0
APP-00220,2024-10-20,Germany,Hospitality & Food,Micro (<10),10,599437,False,0,69252,12,False,3,2.82,0.66,22.7,-7.9,0.116,575,3,True,0
APP-00221,2023-04-04,Germany,Manufacturing,Micro (<10),11,433101,True,5,86015,72,True,6,1.27,1.55,4.6,-8.5,0.199,595,3,False,0
APP-00222,2023-11-29,Spain,Transportation & Logistics,Micro (<10),1,292760,False,1,386564,72,False,3,0.57,1.61,5.7,7.4,1.32,612,1,False,0
APP-00223,2024-05-28,Belgium,Retail & E-commerce,Micro (<10),50,379513,False,1,51489,36,True,2,1.24,1.33,0.9,15.0,0.136,627,3,False,0
APP-00224,2023-05-28,Belgium,Professional Services,Medium (50-249),18,65429,False,3,344527,24,False,222,0.89,1.2,6.4,20.4,5.266,705,0,False,0
APP-00225,2024-06-10,Netherlands,Transportation & Logistics,Micro (<10),6,258615,False,5,87818,48,True,6,0.37,0.3,7.0,4.4,0.34,647,5,False,0
APP-00226,2023-08-12,Spain,Professional Services,Micro (<10),4,103178,False,2,347104,60,True,9,1.22,2.42,-7.0,-3.2,3.364,793,4,False,0
APP-00227,2024-08-13,Spain,Retail & E-commerce,Medium (50-249),16,925275,False,1,76974,60,False,121,1.35,0.43,9.4,3.8,0.083,700,1,True,0
APP-00228,2024-02-27,Netherlands,Manufacturing,Small (10-49),10,609190,False,3,70089,12,False,46,1.7,1.94,12.1,16.7,0.115,593,1,False,0
APP-00229,2024-02-04,Belgium,Technology,Micro (<10),7,607119,True,0,96944,84,False,8,2.49,1.41,1.2,24.5,0.16,686,2,False,0
APP-00230,2023-05-10,Italy,Manufacturing,Small (10-49),10,2097359,False,2,277562,48,False,10,1.14,1.38,3.7,19.1,0.132,662,1,False,0
APP-00231,2023-12-05,Netherlands,Technology,Medium (50-249),6,180597,True,2,112044,48,True,75,0.55,1.28,10.7,17.9,0.62,761,0,True,0
APP-00232,2024-09-17,Netherlands,Hospitality & Food,Micro (<10),10,138855,True,1,116704,12,False,8,0.82,1.52,0.9,21.3,0.84,715,1,False,0
APP-00233,2023-01-15,Germany,Professional Services,Micro (<10),13,175549,False,3,164285,12,True,3,1.33,1.78,10.1,5.9,0.936,655,0,False,0
APP-00234,2024-07-07,Belgium,Manufacturing,Medium (50-249),9,50000,False,2,48835,24,True,202,2.8,1.97,7.6,8.4,0.977,789,2,False,0
APP-00235,2023-12-26,Netherlands,Transportation & Logistics,Small (10-49),9,50000,False,2,129230,36,True,27,1.35,1.32,18.8,17.7,2.585,694,3,False,0
APP-00236,2024-06-09,Germany,Professional Services,Medium (50-249),22,565419,False,4,59723,72,True,101,1.25,0.68,5.3,11.2,0.106,698,0,True,0
APP-00237,2024-04-29,Netherlands,Healthcare,Micro (<10),2,50303,True,2,320299,60,True,2,1.17,0.66,3.1,15.4,6.367,770,0,False,0
APP-00238,2023-11-12,Germany,Hospitality & Food,Medium (50-249),3,73873,True,0,137989,84,True,95,1.34,2.02,7.4,-2.3,1.868,718,1,True,0
APP-00239,2023-08-14,France,Retail & E-commerce,Micro (<10),7,237503,True,0,171816,48,True,6,4.25,1.24,6.6,21.8,0.723,667,1,False,0
APP-00240,2024-04-02,Germany,Hospitality & Food,Small (10-49),4,163624,True,1,19313,12,False,11,1.28,0.79,15.0,-1.0,0.118,643,0,False,0
APP-00241,2023-04-13,Netherlands,Hospitality & Food,Medium (50-249),5,776679,False,0,173752,48,True,87,1.15,0.95,14.7,18.3,0.224,488,5,False,0
APP-00242,2024-03-02,Italy,Hospitality & Food,Micro (<10),20,288529,False,2,85645,48,False,8,1.38,1.34,2.0,3.9,0.297,502,4,False,0
APP-00243,2023-03-11,Netherlands,Transportation & Logistics,Micro (<10),6,102933,True,3,31265,72,False,3,0.9,0.63,4.9,-1.4,0.304,640,1,True,0
APP-00244,2024-04-19,Spain,Agriculture,Small (10-49),1,861094,True,0,106508,48,False,34,0.53,1.38,2.2,-18.9,0.124,605,1,False,0
APP-00245,2024-04-03,Belgium,Healthcare,Small (10-49),5,643417,True,4,29300,24,True,21,0.48,2.15,1.2,2.4,0.046,651,2,False,0
APP-00246,2023-03-03,Spain,Construction,Micro (<10),7,50000,False,2,160945,60,True,1,0.87,1.33,-11.9,-10.0,3.219,731,1,False,0
APP-00247,2024-07-06,Netherlands,Construction,Medium (50-249),7,363204,True,5,310884,60,False,139,2.74,0.34,15.3,-6.1,0.856,588,2,False,0
APP-00248,2023-10-31,Netherlands,Technology,Micro (<10),11,113767,True,0,23565,48,True,3,2.72,1.92,2.3,11.1,0.207,523,3,False,0
APP-00249,2024-07-28,Germany,Professional Services,Micro (<10),10,110224,False,1,96376,12,True,7,0.69,2.07,3.5,-13.2,0.874,546,4,False,0
APP-00250,2023-01-31,Netherlands,Transportation & Logistics,Micro (<10),6,2529210,True,2,86516,36,True,8,1.23,2.1,21.2,19.8,0.034,571,3,False,0
APP-00251,2023-05-12,Netherlands,Transportation & Logistics,Medium (50-249),2,311490,True,2,20097,60,False,226,1.46,1.44,2.5,35.2,0.065,558,1,False,0
APP-00252,2023-12-27,France,Manufacturing,Micro (<10),5,206685,False,4,205500,36,False,6,0.87,2.8,5.0,-0.8,0.994,653,2,False,0
APP-00253,2023-05-18,Spain,Agriculture,Micro (<10),4,297134,True,3,162847,60,True,1,2.96,1.84,7.5,19.5,0.548,773,3,False,0
APP-00254,2023-08-29,Netherlands,Transportation & Logistics,Micro (<10),5,766115,True,0,499254,36,True,8,2.13,3.19,7.9,-11.8,0.652,699,3,False,0
APP-00255,2024-04-27,Italy,Hospitality & Food,Medium (50-249),12,115621,True,1,146815,36,False,218,1.68,2.21,2.6,9.8,1.27,705,3,False,0
APP-00256,2023-04-16,Spain,Agriculture,Small (10-49),10,141914,True,2,48864,36,False,15,1.41,2.12,12.2,9.3,0.344,667,4,False,0
APP-00257,2024-05-09,Italy,Retail & E-commerce,Micro (<10),14,590075,False,0,148965,24,False,4,0.53,1.03,6.9,41.9,0.252,550,2,False,0
APP-00258,2023-03-17,France,Retail & E-commerce,Micro (<10),5,50000,False,4,275914,36,False,9,3.05,0.83,6.6,0.5,5.518,829,1,True,0
APP-00259,2023-05-08,France,Professional Services,Micro (<10),24,881099,False,2,68057,60,False,8,1.91,1.47,2.3,10.5,0.077,624,2,False,0
APP-00260,2024-03-04,Germany,Construction,Micro (<10),12,50000,False,3,195229,36,True,2,1.73,1.28,5.3,2.8,3.905,712,2,True,0
APP-00261,2024-08-02,France,Professional Services,Small (10-49),8,199801,True,4,15004,36,True,35,0.87,1.08,11.4,,0.075,470,1,False,0
APP-00262,2023-05-05,Italy,Real Estate,Micro (<10),11,50000,False,0,321275,60,True,3,0.91,1.32,11.4,3.3,6.426,642,1,False,0
APP-00263,2023-08-07,Netherlands,Manufacturing,Micro (<10),4,75546,True,1,187270,48,True,8,1.82,1.28,3.6,2.7,2.479,636,1,False,0
APP-00264,2024-11-06,Belgium,Professional Services,Small (10-49),1,1273398,False,2,12893,36,False,47,2.62,1.02,1.7,-2.6,0.01,628,2,False,0
APP-00265,2024-12-23,Netherlands,Technology,Micro (<10),4,939731,False,3,134071,60,False,8,3.8,1.79,10.8,8.2,0.143,537,4,False,1
APP-00266,2024-02-29,Poland,Retail & E-commerce,Micro (<10),13,1068308,True,2,20146,36,False,3,0.87,0.95,7.7,-5.7,0.019,665,2,True,0
APP-00267,2023-11-23,Germany,Healthcare,Micro (<10),7,50000,False,0,60544,48,True,4,1.23,1.37,10.8,0.2,1.211,747,2,False,0
APP-00268,2023-09-11,France,Professional Services,Micro (<10),6,76018,True,2,169921,12,False,6,0.38,0.67,0.7,28.1,2.235,817,2,False,0
APP-00269,2024-03-23,Italy,Real Estate,Small (10-49),3,403465,True,0,88537,36,True,47,0.31,1.46,5.9,3.6,0.219,781,3,False,0
APP-00270,2024-03-07,Poland,Technology,Micro (<10),1,633098,True,1,269760,24,True,4,1.85,1.52,10.8,15.6,0.426,751,1,False,0
APP-00271,2023-08-04,Netherlands,Retail & E-commerce,Micro (<10),23,102804,True,5,103879,72,False,5,0.81,0.82,2.1,4.1,1.01,786,1,False,0
APP-00272,2023-01-17,Spain,Retail & E-commerce,Micro (<10),6,133959,True,0,95802,12,True,7,0.41,1.44,16.4,14.2,0.715,796,3,False,0
APP-00273,2023-04-21,Italy,Retail & E-commerce,Small (10-49),5,69035,False,0,237707,60,True,24,0.67,1.34,15.0,2.9,3.443,576,1,False,0
APP-00274,2024-11-30,Netherlands,Real Estate,Micro (<10),4,1962823,True,1,75351,60,True,3,1.66,1.12,4.9,-26.0,0.038,670,2,False,0
APP-00275,2023-11-02,Spain,Technology,Micro (<10),20,151759,True,3,96748,36,True,4,1.7,1.13,4.9,4.6,0.638,547,0,False,0
APP-00276,2023-12-19,Belgium,Hospitality & Food,Micro (<10),14,278605,True,0,107509,36,True,4,0.51,1.67,7.8,-7.0,0.386,693,1,True,0
APP-00277,2023-12-07,France,Manufacturing,Micro (<10),3,296669,True,0,93526,24,False,1,2.83,1.42,6.9,1.4,0.315,630,0,False,0
APP-00278,2024-07-25,Germany,Agriculture,Micro (<10),18,1011297,True,1,249739,36,True,1,0.89,1.97,12.7,13.3,0.247,637,3,False,0
APP-00279,2023-02-17,Netherlands,Manufacturing,Micro (<10),6,85565,True,2,57904,72,True,7,1.59,0.78,1.2,26.8,0.677,628,0,False,0
APP-00280,2023-03-02,Netherlands,Technology,Small (10-49),4,1090245,True,0,50805,12,True,46,1.38,1.29,1.2,-11.9,0.047,450,5,False,0
APP-00281,2023-07-21,Netherlands,Healthcare,Micro (<10),5,57845,True,3,42220,36,True,8,1.34,1.03,7.5,2.1,0.73,497,3,False,0
APP-00282,2023-12-22,Netherlands,Professional Services,Small (10-49),3,1086926,True,3,17792,36,False,46,0.77,1.44,8.7,5.2,0.016,718,1,False,0
APP-00283,2024-05-04,France,Hospitality & Food,Small (10-49),2,50000,False,1,323512,48,False,43,1.33,1.56,5.8,5.6,6.47,596,0,False,1
APP-00284,2023-12-25,Belgium,Manufacturing,Micro (<10),13,236696,False,0,48019,36,False,8,1.59,0.69,10.9,5.7,0.203,731,2,False,0
APP-00285,2023-11-19,Netherlands,Professional Services,Small (10-49),6,1887048,True,1,81562,36,False,12,1.2,1.76,13.5,11.8,0.043,637,3,False,0
APP-00286,2024-11-15,France,Real Estate,Micro (<10),12,619524,False,0,343309,12,False,8,1.43,2.7,10.1,-0.3,0.554,523,3,False,0
APP-00287,2023-04-28,France,Technology,Small (10-49),9,444849,False,1,88123,72,True,27,2.61,1.5,8.0,2.6,0.198,537,2,False,0
APP-00288,2024-02-22,Germany,Transportation & Logistics,Small (10-49),11,76259,False,2,148973,48,False,34,1.02,0.88,4.8,9.7,1.954,596,2,False,0
APP-00289,2024-01-31,Italy,Construction,Small (10-49),1,111105,False,0,31682,12,True,45,2.0,1.22,6.4,-3.4,0.285,575,0,False,0
APP-00290,2023-12-12,Belgium,Manufacturing,Micro (<10),3,1346844,False,0,302151,60,True,1,1.19,1.21,-1.5,-2.1,0.224,642,4,False,0
APP-00291,2024-08-12,Spain,Technology,Small (10-49),11,472979,False,0,89565,60,False,20,3.17,1.0,-0.5,4.2,0.189,670,5,False,0
APP-00292,2023-07-14,Netherlands,Hospitality & Food,Micro (<10),2,780975,True,0,43711,36,False,1,0.58,1.83,,-2.1,0.056,677,2,False,0
APP-00293,2024-11-27,France,Manufacturing,Micro (<10),9,293183,False,0,43685,84,True,4,2.95,0.31,15.6,-6.7,0.149,668,3,False,0
APP-00294,2023-08-31,Poland,Hospitality & Food,Micro (<10),2,191362,False,1,381543,24,False,8,0.98,1.56,-1.5,-8.1,1.994,720,3,False,0
APP-00295,2024-02-02,Italy,Technology,Micro (<10),7,673332,False,2,61762,60,False,5,4.79,2.17,9.0,4.5,0.092,730,2,False,0
APP-00296,2024-01-16,Germany,Healthcare,Small (10-49),26,366305,False,0,44476,60,False,30,1.75,2.14,-2.4,21.4,0.121,575,2,False,0
APP-00297,2024-09-12,France,Manufacturing,Medium (50-249),13,218829,False,1,69810,48,False,96,2.25,2.01,15.1,9.7,0.319,500,2,True,0
APP-00298,2023-11-17,Belgium,Agriculture,Micro (<10),1,50000,False,4,102364,48,False,3,1.23,1.0,5.9,-6.4,2.047,595,0,False,0
APP-00299,2023-07-27,France,Professional Services,Micro (<10),14,842972,False,1,111463,24,False,6,2.03,2.27,19.9,23.6,0.132,656,3,True,0
APP-00300,2023-01-16,Spain,Professional Services,Small (10-49),31,454990,False,3,140854,24,False,11,2.03,1.62,2.5,-1.0,0.31,607,2,False,0
APP-00301,2023-09-23,Poland,Manufacturing,Medium (50-249),50,129635,False,1,119110,36,True,138,1.24,2.25,3.2,24.0,0.919,700,0,False,0
APP-00302,2024-08-26,Germany,Transportation & Logistics,Small (10-49),10,1104720,False,0,165663,72,False,49,2.14,2.05,8.2,4.1,0.15,543,3,False,0
APP-00303,2023-01-08,Netherlands,Professional Services,Micro (<10),2,359537,False,0,79364,24,True,6,0.18,1.59,11.0,8.2,0.221,776,3,False,0
APP-00304,2024-10-16,Germany,Hospitality & Food,Micro (<10),10,368088,True,2,518006,36,False,1,0.92,1.25,10.5,0.6,1.407,712,2,False,0
APP-00305,2024-02-01,Netherlands,Manufacturing,Small (10-49),26,775043,False,3,66785,12,False,26,1.37,2.82,11.4,1.4,0.086,619,2,False,0
APP-00306,2023-04-13,Netherlands,Technology,Micro (<10),6,598659,False,1,291243,36,False,4,1.82,0.33,4.8,21.6,0.486,588,1,False,0
APP-00307,2023-08-09,Belgium,Healthcare,Medium (50-249),17,381707,False,1,61131,36,False,189,2.42,1.3,11.4,2.8,0.16,637,1,False,0
APP-00308,2024-02-09,France,Professional Services,Medium (50-249),3,213992,True,1,31501,84,True,186,1.16,0.56,18.2,16.3,0.147,741,2,False,1
APP-00309,2023-08-19,Netherlands,Real Estate,Medium (50-249),9,2900509,True,0,26012,24,False,245,1.07,1.47,10.4,5.6,0.009,618,2,True,0
APP-00310,2023-03-21,Netherlands,Retail & E-commerce,Micro (<10),1,111239,True,0,125889,24,True,6,2.28,1.61,1.5,3.6,1.132,603,1,True,0
APP-00311,2024-05-01,Netherlands,Retail & E-commerce,Small (10-49),3,656820,True,5,250087,12,False,19,2.69,1.01,8.3,12.5,0.381,649,1,True,1
APP-00312,2024-05-05,Italy,Construction,Small (10-49),7,242648,False,0,39307,48,True,15,2.1,1.06,-4.8,3.6,0.162,549,2,False,0
APP-00313,2023-03-28,France,Technology,Micro (<10),5,463080,False,0,48923,48,False,2,1.23,0.61,9.9,-4.5,0.106,736,3,False,0
APP-00314,2023-07-25,Netherlands,Manufacturing,Micro (<10),2,1178918,False,2,134443,24,True,6,6.23,1.67,-3.2,-4.1,0.114,699,0,False,0
APP-00315,2023-06-28,Netherlands,Construction,Micro (<10),4,184629,True,1,98515,24,False,6,1.42,1.12,10.0,11.9,0.534,722,2,False,0
APP-00316,2024-04-26,Germany,Professional Services,Micro (<10),9,552497,False,5,61789,36,False,4,1.54,1.65,5.8,-21.5,0.112,760,0,False,0
APP-00317,2024-06-17,Netherlands,Construction,Medium (50-249),6,369043,False,0,35475,12,False,197,3.6,1.09,11.5,9.5,0.096,586,2,False,1
APP-00318,2024-06-14,Germany,Technology,Small (10-49),7,124298,False,3,126406,60,False,16,3.38,1.55,6.3,-12.3,1.017,651,1,False,0
APP-00319,2024-11-16,Germany,Real Estate,Micro (<10),13,1214349,True,0,166432,60,True,7,2.06,1.84,13.8,7.1,0.137,642,2,False,0
APP-00320,2024-07-15,Italy,Hospitality & Food,Micro (<10),5,629968,False,0,146297,36,True,6,0.79,1.69,9.1,21.1,0.232,776,2,False,0
APP-00321,2023-08-23,Netherlands,Technology,Micro (<10),21,159299,False,1,100831,48,False,2,1.44,1.53,12.1,-5.6,0.633,616,4,False,0
APP-00322,2023-03-20,France,Construction,Micro (<10),3,1008840,True,3,42422,36,True,9,1.84,1.34,3.9,11.3,0.042,506,0,False,0
APP-00323,2024-03-24,Netherlands,Professional Services,Micro (<10),34,98942,False,1,126962,12,False,8,4.35,1.69,3.6,18.5,1.283,613,1,False,0
APP-00324,2024-10-30,Poland,Manufacturing,Small (10-49),18,259180,False,0,119594,48,True,40,7.92,1.04,-1.7,-1.9,0.461,720,2,True,0
APP-00325,2024-12-12,Poland,Real Estate,Small (10-49),5,160320,True,1,34524,60,True,36,0.94,1.28,-0.3,-2.8,0.215,692,2,False,0
APP-00326,2023-06-18,France,Manufacturing,Small (10-49),5,661043,False,0,77507,36,False,16,2.25,1.61,6.5,9.5,0.117,642,3,True,0
APP-00327,2023-06-22,Germany,Healthcare,Medium (50-249),8,150901,False,3,132341,24,False,243,0.83,2.32,6.4,20.0,0.877,619,1,False,0
APP-00328,2023-01-28,Netherlands,Retail & E-commerce,Micro (<10),11,666756,False,4,92726,36,False,2,1.25,1.03,8.2,32.4,0.139,677,0,False,0
APP-00329,2023-04-14,Spain,Transportation & Logistics,Small (10-49),17,547628,True,2,20569,36,True,42,0.8,0.87,2.2,-3.9,0.038,695,0,False,0
APP-00330,2024-02-10,France,Manufacturing,Micro (<10),2,171048,True,1,59143,36,True,5,3.67,1.57,6.9,12.8,0.346,667,1,False,0
APP-00331,2024-02-04,Netherlands,Real Estate,Micro (<10),10,2411262,False,2,56077,60,True,7,1.56,2.12,13.4,-0.8,0.023,622,2,False,0
APP-00332,2023-09-28,Germany,Technology,Micro (<10),1,109723,False,1,154420,24,False,1,1.61,1.89,8.4,-8.5,1.407,647,5,False,0
APP-00333,2023-08-15,Germany,Retail & E-commerce,Micro (<10),6,50000,False,0,789146,60,False,3,1.39,1.41,6.2,2.2,15.783,606,2,False,0
APP-00334,2024-08-28,Spain,Technology,Micro (<10),23,749617,True,1,109883,84,False,1,1.69,2.14,7.6,2.2,0.147,732,3,False,0
APP-00335,2023-12-02,France,Technology,Micro (<10),2,50000,True,2,37859,24,False,7,1.73,0.31,12.8,6.0,0.757,639,3,False,0
APP-00336,2024-08-13,France,Professional Services,Micro (<10),2,1607483,True,3,86820,48,True,3,0.89,2.01,7.0,10.0,0.054,575,1,False,0
APP-00337,2024-12-04,France,Manufacturing,Medium (50-249),8,303186,False,1,99559,36,True,112,0.49,1.21,3.1,7.8,0.328,830,3,False,0
APP-00338,2023-08-20,Netherlands,Technology,Micro (<10),22,50000,False,3,180823,48,True,1,0.61,1.78,3.2,19.6,3.616,591,2,True,0
